"Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
"ILMN_2277877",1136.18575315328,-2.01723411060407,0.513966686686758,-3.92483435766625,8.67894364888664e-05,0.00315252631972499,"MEN1"
"ILMN_2291010",1043.01619443446,-2.06037011800755,0.550340075796821,-3.74381261445371,0.000181248846773833,0.00517989108258652,"PSMF1"
"ILMN_2296450",942.738348404097,-2.08602831611222,0.522630073711016,-3.99140505118668,6.56829854352541e-05,0.00258555622696455,"GH2"
"ILMN_2297626",4274.28674197012,2.02943630011539,0.380431994230559,5.33455737396644,9.57779011569065e-08,1.83394156879514e-05,"PEG10"
"ILMN_2313672",2095.19173424345,-2.9714840977803,0.6782220483351,-4.38128501583619,1.179814184214e-05,0.000760271125870788,"IL1RL1"
"ILMN_2336094",1905.37046035502,-2.4349852915382,0.398919024093335,-6.10395880986737,1.03472962693342e-09,4.47387050148453e-07,"TENM3"
"ILMN_2339955",1022.04971577068,-2.30957956231737,0.327089844469506,-7.06099440679115,1.65315250144779e-12,2.21580295531554e-09,"NR4A2"
"ILMN_2365091",1493.60464941153,-2.32754613931814,0.459654100033179,-5.06369058635642,4.11216875530679e-07,6.15837473874353e-05,"FCAR"
"ILMN_2368834",2045.91083126697,-2.48994270347907,0.536417780198812,-4.64179748582574,3.45391296158193e-06,0.000315743505303717,"MYH11"
"ILMN_2373670",3462.95446734936,2.6852773493329,0.810619931590503,3.31262191402593,0.000924258335564197,0.0148008322589423,"UGT2B17"
"ILMN_2394841",918.220400660665,-2.20725114232698,0.537343715483995,-4.10770811814347,3.99604653736713e-05,0.00186317856060538,"NKX2-1"
"ILMN_2408566",688.771363464286,-2.01357149824078,0.271395475449246,-7.41932596668268,1.17717867981145e-13,2.25404491926468e-10,"NR4A1"
"ILMN_2410145",1742.49632666525,-3.19815995381944,0.399448678654108,-8.00643518109818,1.18081341019574e-15,4.52200929815962e-12,"NR4A1"
"ILMN_3232161",1226.52666549471,-2.06741176651615,0.569685362248301,-3.62904140341077,0.00028447561689978,0.0070155822099654,"FAM86B3P"
"ILMN_3238130",2455.05173925822,-2.52772198122907,0.675740410301566,-3.74067014891267,0.000183530252258539,0.00522281897271195,NA
"ILMN_3238990",1709.62490372198,-2.1927003394343,0.688066611288351,-3.18675590918245,0.00143878142431902,0.0194304350839899,"USP17L9P"
"ILMN_3240236",1639.68567290133,-2.04842099501994,0.43271747367702,-4.73385319435673,2.20297092924439e-06,0.000228895510466102,"SMCR5"
"ILMN_3241034",1554.44213373857,-2.19454736227734,0.631762306243621,-3.47369151433842,0.000513350865416353,0.0103970102964598,NA
"ILMN_3243129",3196.09470522124,-2.2505362704248,0.693781441636877,-3.24386922935699,0.00117917869719193,0.0172724645583012,NA
"ILMN_3243788",1516.74665252547,-2.48646320864171,0.672553472284821,-3.69704909885397,0.000218120168370098,0.00581227371122984,"CATSPERD"
"ILMN_3246489",1784.35789077019,-2.34624678069232,0.720196081935333,-3.25778887103553,0.00112283911627348,0.0167534089317365,"SBK2"
"ILMN_3248631",936.879199799726,-2.44738661374225,0.53644737186931,-4.56221195606582,5.06175095441942e-06,0.000408223411375728,"PTX4"
"ILMN_3249444",2431.57363836936,-2.14198699212595,0.764748806278115,-2.80090269450773,0.00509598823814594,0.0419687117357844,"POM121L4P"
"ILMN_3250412",1119.18291239725,-2.08308852763902,0.540808976482284,-3.85180094677526,0.000117252317061685,0.00384722504709006,"CNGB1"
"ILMN_3251332",1158.67161115305,-2.00639094751355,0.493897103985751,-4.06236629314482,4.85777726371712e-05,0.00209176566705826,"POM121L10P"
"ILMN_3307841",1429.69948018378,-2.16197365204851,0.724258408428561,-2.98508602301131,0.00283498585296249,0.0293880378036989,"AGR2"
"ILMN_3308856",1458.22602044722,-2.02247862957341,0.692008635175258,-2.92262050900737,0.00347099274375713,0.0333007462507116,NA
"ILMN_3308986",1129.31415303761,-2.28791014367061,0.554455241704118,-4.12641088330002,3.68468694716736e-05,0.00175756944826896,"MIR1272"
"ILMN_3310010",1953.4984607875,-2.58322422048963,0.625660762702698,-4.12879370816023,3.64671399009496e-05,0.0017487918055899,"MIR146B"
"ILMN_3310840",3492.78956847334,-2.01810292327797,0.312218473416146,-6.4637524525594,1.02137910991442e-10,6.84502744986894e-08,"MIR21"
